customer_id,age,gender,income_bucket,orders_last_12m,recency_days,avg_order_value,website_visits_30d,email_opens_90d,top_category,cat_share_electronics,cat_share_apparel,cat_share_home,cat_share_beauty,cat_share_groceries,cat_share_sports,discount_exposed_30d,feedback_text,purchase_next_30d
3294,47,M,Mid,2,405,23.41,2,0,Apparel,0.114,0.543,0.003,0.302,0.01,0.029,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3295,55,F,Low,2,412,33.56,1,2,Electronics,0.619,0.034,0.117,0.06,0.062,0.108,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3296,33,M,High,0,663,24.8,0,2,Electronics,0.302,0.06,0.137,0.123,0.149,0.228,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3297,40,F,Mid,4,104,165.86,2,5,Sports,0.196,0.195,0.134,0.027,0.052,0.396,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3298,34,F,Mid,11,79,43.99,12,5,Groceries,0.167,0.043,0.038,0.275,0.281,0.196,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3299,33,F,Mid,5,57,67.47,9,5,Beauty,0.062,0.177,0.22,0.425,0.074,0.041,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3300,44,F,Mid,5,83,87.38,13,0,Groceries,0.149,0.125,0.19,0.182,0.191,0.162,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
3301,47,F,Mid,10,65,26.7,13,5,Groceries,0.115,0.024,0.181,0.267,0.361,0.053,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3302,27,M,High,5,45,199.59,3,4,Electronics,0.291,0.154,0.095,0.267,0.18,0.012,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3303,31,M,Low,8,79,77.9,7,7,Sports,0.045,0.146,0.172,0.224,0.028,0.385,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3304,28,F,Mid,5,109,150.13,6,3,Groceries,0.11,0.124,0.012,0.327,0.33,0.096,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3305,34,M,High,10,90,35.43,13,3,Electronics,0.523,0.063,0.016,0.291,0.047,0.059,1,"For the money I paid, this product was not worth it and I felt disappointed.",1
3306,25,M,Mid,4,86,277.17,5,8,Beauty,0.086,0.076,0.089,0.26,0.238,0.251,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3307,48,M,High,10,99,40.56,9,6,Sports,0.002,0.171,0.047,0.153,0.268,0.358,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
3308,35,F,High,2,190,60.94,6,2,Sports,0.076,0.085,0.092,0.081,0.109,0.557,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3309,35,M,Low,10,170,78.34,7,5,Apparel,0.163,0.288,0.086,0.01,0.214,0.239,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3310,22,M,High,2,652,32.43,0,7,Beauty,0.039,0.071,0.023,0.683,0.113,0.072,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3311,27,M,Mid,3,101,163.22,3,10,Beauty,0.105,0.286,0.2,0.346,0.034,0.029,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3312,51,F,Low,6,138,87.88,5,6,Electronics,0.457,0.005,0.056,0.085,0.167,0.231,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3313,34,M,Mid,13,72,33.09,18,8,Electronics,0.648,0.205,0.073,0.025,0.013,0.036,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3314,35,F,High,9,154,98.16,8,3,Electronics,0.404,0.196,0.092,0.011,0.151,0.146,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3315,48,M,High,2,148,61.8,12,7,Electronics,0.292,0.22,0.195,0.172,0.011,0.11,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3316,18,F,Mid,3,50,254.94,7,4,Groceries,0.237,0.099,0.129,0.117,0.322,0.096,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3317,26,M,Mid,5,155,64.95,13,5,Apparel,0.028,0.429,0.111,0.252,0.159,0.022,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3318,48,F,Mid,11,189,85.3,11,4,Electronics,0.245,0.208,0.071,0.047,0.242,0.187,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3319,52,M,Mid,7,131,214.67,4,4,Beauty,0.16,0.029,0.004,0.489,0.192,0.127,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3320,24,M,Mid,5,133,240.79,6,2,Beauty,0.058,0.251,0.003,0.496,0.059,0.132,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3321,31,F,Mid,8,168,84.36,6,5,Groceries,0.1,0.036,0.027,0.182,0.381,0.275,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3322,29,F,High,14,126,70.16,2,5,Home,0.004,0.362,0.424,0.097,0.081,0.032,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3323,47,F,High,5,47,29.59,14,5,Home,0.027,0.142,0.405,0.055,0.156,0.215,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3324,54,M,Low,10,54,26.23,11,6,Home,0.128,0.216,0.398,0.034,0.089,0.135,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3325,46,F,Low,2,431,33.06,0,6,Home,0.122,0.034,0.39,0.148,0.106,0.2,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
3326,23,M,High,2,144,102.52,7,4,Groceries,0.012,0.028,0.045,0.04,0.475,0.401,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3327,24,M,Mid,5,82,108.55,7,4,Groceries,0.247,0.155,0.092,0.007,0.279,0.221,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3328,32,F,Mid,11,34,41.33,11,4,Sports,0.069,0.129,0.26,0.255,0.016,0.271,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3329,53,F,Mid,0,413,31.2,0,6,Electronics,0.458,0.022,0.054,0.016,0.24,0.21,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3330,38,F,Mid,9,68,37.27,10,8,Home,0.178,0.177,0.512,0.064,0.051,0.018,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3331,31,F,Low,8,59,170.11,9,9,Beauty,0.046,0.03,0.063,0.717,0.122,0.022,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3332,25,F,Mid,2,571,37.7,2,6,Sports,0.078,0.122,0.012,0.36,0.062,0.366,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3333,50,F,Low,1,702,30.35,2,4,Sports,0.034,0.044,0.054,0.03,0.092,0.745,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3334,29,M,Low,7,82,86.58,7,6,Home,0.036,0.22,0.558,0.003,0.145,0.038,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3335,37,M,Low,11,10,41.19,16,5,Apparel,0.205,0.468,0.031,0.119,0.116,0.062,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3336,38,M,Mid,6,106,172.66,2,3,Home,0.186,0.193,0.27,0.078,0.252,0.021,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3337,42,M,Mid,3,36,44.02,5,8,Groceries,0.113,0.389,0.07,0.017,0.395,0.016,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3338,25,M,Low,3,532,26.31,1,2,Beauty,0.103,0.168,0.146,0.263,0.148,0.172,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3339,34,M,Mid,0,487,37.18,4,1,Beauty,0.124,0.271,0.023,0.394,0.15,0.039,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3340,28,F,Mid,0,410,36.66,0,4,Home,0.123,0.167,0.318,0.011,0.207,0.173,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3341,32,M,Low,1,38,242.58,10,5,Apparel,0.238,0.343,0.032,0.025,0.326,0.035,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3342,37,M,Low,8,35,54.01,7,5,Electronics,0.383,0.116,0.332,0.049,0.026,0.095,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",1
3343,21,M,Mid,6,28,79.5,10,6,Beauty,0.168,0.078,0.205,0.395,0.084,0.07,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3344,24,M,Mid,0,667,32,0,4,Groceries,0.134,0.155,0.179,0.031,0.384,0.117,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3345,40,M,Mid,10,77,31.77,16,5,Groceries,0.323,0.022,0.232,0.004,0.347,0.073,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
3346,28,M,Low,0,451,30.19,1,5,Home,0.062,0.194,0.587,0.06,0.01,0.088,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3347,44,M,Low,6,155,78.11,10,1,Sports,0.13,0.154,0.114,0.244,0.028,0.331,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3348,21,M,Mid,11,7,37.36,16,7,Groceries,0.193,0.119,0.024,0.067,0.436,0.161,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
3349,27,F,Low,1,84,296.7,2,5,Apparel,0.008,0.245,0.107,0.208,0.199,0.233,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3350,44,F,Mid,9,34,71.22,3,2,Home,0.015,0.302,0.381,0.055,0.081,0.167,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3351,40,M,Mid,2,380,26.54,1,6,Groceries,0.18,0.005,0.215,0.124,0.243,0.234,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3352,38,F,Mid,4,62,234.61,5,2,Electronics,0.38,0.091,0.04,0.137,0.319,0.032,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3353,26,M,Mid,6,132,70.89,10,9,Sports,0.373,0.018,0.15,0.047,0.035,0.376,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
3354,25,M,Low,7,63,217.22,9,3,Beauty,0.41,0.089,0.031,0.431,0.032,0.007,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3355,41,F,Mid,10,54,34.82,15,7,Home,0.026,0.005,0.422,0.135,0.277,0.135,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3356,32,M,Mid,2,26,222.38,9,2,Groceries,0.197,0.217,0.168,0.039,0.332,0.046,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
3357,23,M,Mid,2,58,249.86,3,2,Groceries,0.072,0.11,0.33,0.019,0.331,0.138,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3358,29,M,High,2,392,29.23,4,5,Sports,0.057,0.017,0.022,0.02,0.299,0.585,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3359,26,M,Low,1,474,22.6,4,3,Home,0.054,0.21,0.364,0.178,0.08,0.114,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3360,26,F,Mid,5,59,67.56,6,2,Sports,0.2,0.144,0.042,0.085,0.051,0.478,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3361,32,F,Mid,0,546,36.78,0,5,Sports,0.183,0.076,0.029,0.158,0.155,0.399,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3362,45,F,Low,7,78,48.42,14,5,Electronics,0.412,0.046,0.037,0.282,0.158,0.064,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3363,45,F,Low,9,57,45.11,15,8,Apparel,0.096,0.505,0,0.025,0.293,0.081,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3364,39,M,Mid,8,78,46.69,11,3,Groceries,0.027,0.243,0.155,0.018,0.405,0.152,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3365,28,F,High,3,29,91.78,10,9,Beauty,0.068,0.11,0.084,0.56,0.043,0.135,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
3366,28,M,Low,7,55,27.58,13,4,Groceries,0.132,0.021,0.124,0.055,0.589,0.078,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3367,46,F,Low,8,130,80.29,6,8,Home,0.03,0.005,0.383,0.152,0.236,0.194,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3368,35,M,High,2,676,35.28,0,7,Home,0.243,0.168,0.396,0.011,0.117,0.065,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3369,36,F,High,1,710,27.75,2,3,Beauty,0.276,0.084,0.07,0.353,0.122,0.095,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3370,60,F,High,2,453,30.47,1,5,Sports,0.15,0.037,0.304,0.008,0.189,0.312,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3371,46,F,Mid,1,689,27.51,2,2,Home,0.286,0.13,0.338,0.057,0.185,0.004,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3372,36,F,Low,14,73,32.24,16,9,Electronics,0.48,0.011,0.032,0.268,0.011,0.198,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3373,40,F,High,6,161,79.5,10,7,Electronics,0.304,0.017,0.283,0.249,0.083,0.064,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3374,32,F,Low,2,35,72.49,9,7,Home,0.136,0.283,0.363,0.042,0.122,0.054,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3375,18,M,Mid,6,77,41.14,12,4,Beauty,0.093,0.114,0.022,0.518,0.229,0.024,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3376,33,F,Low,0,523,30.09,0,7,Sports,0.024,0.177,0.07,0.076,0.106,0.547,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3377,48,F,Mid,1,344,30.25,2,7,Home,0.055,0.195,0.346,0.079,0.25,0.075,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3378,37,F,High,4,99,163.23,6,6,Apparel,0.198,0.298,0.076,0.178,0.132,0.119,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3379,35,M,Mid,1,575,23.05,0,4,Home,0.009,0.154,0.368,0.311,0.128,0.03,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3380,29,M,Mid,4,119,158.71,2,3,Sports,0.104,0.052,0.276,0.159,0.016,0.393,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3381,49,F,Low,5,56,157.05,8,1,Apparel,0.204,0.303,0.142,0.222,0.01,0.118,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3382,25,M,Mid,1,143,276.88,4,9,Sports,0.275,0.129,0.02,0.261,0.037,0.279,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3383,25,F,High,2,76,77.94,5,4,Groceries,0.109,0.17,0.087,0.073,0.298,0.263,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3384,18,F,Mid,8,50,44.94,16,1,Apparel,0.288,0.321,0.259,0.075,0.005,0.052,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
3385,26,F,High,5,96,66.07,5,3,Electronics,0.442,0.048,0.058,0.251,0.18,0.021,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3386,27,F,High,0,697,24.68,2,2,Sports,0.09,0.017,0.281,0.197,0.012,0.403,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3387,48,M,Low,5,56,206.63,3,5,Home,0.253,0.193,0.341,0.149,0.044,0.021,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3388,28,F,High,9,51,41.41,20,6,Beauty,0.058,0.022,0.288,0.315,0.103,0.214,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
3389,46,M,Mid,5,196,95.79,9,9,Apparel,0.26,0.262,0.057,0.151,0.102,0.168,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3390,32,M,High,10,78,23.12,19,1,Beauty,0.05,0.11,0.224,0.442,0.148,0.025,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3391,18,F,High,0,439,42.09,2,5,Groceries,0.169,0.078,0.186,0.046,0.445,0.075,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3392,27,M,Mid,8,154,95.76,7,5,Sports,0.042,0.081,0.124,0.216,0.134,0.404,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
3393,33,F,Mid,4,134,189.75,3,2,Beauty,0.018,0.014,0.097,0.624,0.213,0.034,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3394,34,M,Mid,1,306,38.76,1,2,Beauty,0.044,0.089,0.031,0.479,0.141,0.216,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3395,38,M,Mid,0,501,29.7,1,5,Beauty,0.295,0.014,0.12,0.466,0.025,0.08,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3396,29,F,Mid,8,41,85.84,9,7,Sports,0.194,0.155,0.026,0.192,0.078,0.355,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3397,38,M,Low,6,34,43.03,12,7,Sports,0.194,0.083,0.172,0.028,0.089,0.434,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3398,25,F,Mid,7,81,222.4,2,3,Electronics,0.386,0.288,0.019,0.128,0.024,0.154,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3399,39,M,Mid,5,129,324.65,5,5,Home,0.016,0.173,0.322,0.102,0.145,0.243,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3400,41,F,Mid,0,375,29.76,0,10,Home,0.038,0.008,0.637,0.067,0.063,0.187,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3401,35,F,Mid,2,117,189.52,3,1,Beauty,0.003,0.308,0.118,0.314,0.079,0.177,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3402,18,M,Mid,5,67,77.33,10,10,Groceries,0.146,0.235,0.197,0.071,0.275,0.076,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3403,40,M,Low,8,128,96.83,12,2,Home,0.214,0.043,0.238,0.086,0.227,0.192,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3404,28,M,Low,7,160,67.64,6,5,Sports,0.129,0.06,0.037,0.212,0.249,0.313,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3405,42,M,Mid,0,375,28.93,2,4,Groceries,0.243,0.066,0.13,0.004,0.419,0.137,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3406,37,F,Mid,4,74,222.09,4,4,Apparel,0.051,0.361,0.099,0.261,0.056,0.171,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3407,18,F,Low,9,92,79.7,9,7,Electronics,0.501,0.099,0.098,0.038,0.099,0.165,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",1
3408,37,M,High,8,45,29.83,10,6,Home,0.225,0.005,0.441,0.189,0.135,0.004,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",1
3409,60,M,Mid,14,31,41.42,10,6,Apparel,0.181,0.26,0.172,0.157,0.041,0.19,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3410,26,M,High,1,121,196.52,4,9,Sports,0.191,0.169,0.115,0.079,0.097,0.349,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3411,18,M,Mid,3,89,203.24,7,4,Sports,0.189,0.074,0.046,0.054,0.186,0.451,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3412,39,M,High,6,62,88.15,9,4,Home,0.013,0.112,0.4,0.1,0.315,0.06,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3413,43,F,Low,11,30,31.59,15,5,Home,0.032,0.257,0.32,0.158,0.179,0.054,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3414,18,M,Mid,1,117,267.34,4,4,Apparel,0.136,0.341,0.022,0.125,0.196,0.179,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3415,30,F,Low,7,40,177.33,6,9,Beauty,0.091,0.091,0.15,0.444,0.046,0.178,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3416,35,M,Mid,7,140,143.58,4,6,Electronics,0.368,0.004,0.09,0.312,0.129,0.096,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3417,57,M,Low,17,21,49.15,14,3,Apparel,0.112,0.437,0.075,0.08,0.079,0.216,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
3418,45,F,Mid,3,130,175.01,5,1,Beauty,0.287,0.086,0.021,0.456,0.073,0.077,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3419,40,M,High,12,55,49.96,10,6,Sports,0.074,0.055,0.094,0.177,0.236,0.363,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3420,35,F,Mid,10,28,34.61,13,4,Home,0.066,0.134,0.383,0.106,0.075,0.236,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
3421,30,F,Mid,2,581,34.24,0,5,Sports,0.101,0.203,0.035,0.008,0.204,0.449,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3422,36,F,Low,1,83,221.71,7,5,Electronics,0.535,0.027,0.214,0.007,0.178,0.039,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
3423,38,F,Low,10,189,103.03,4,8,Home,0.063,0.214,0.447,0.054,0.105,0.117,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3424,42,M,High,3,90,252.88,6,7,Sports,0.067,0.257,0.197,0.056,0.088,0.336,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3425,45,M,Low,7,58,35.17,9,5,Electronics,0.478,0.17,0.021,0.284,0.016,0.031,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3426,39,F,Mid,6,149,183.19,4,4,Groceries,0.165,0.018,0.096,0.212,0.405,0.104,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3427,51,M,Low,3,111,156.12,10,8,Groceries,0.054,0.271,0.169,0.127,0.37,0.009,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3428,42,F,Low,7,76,78.76,15,5,Sports,0.168,0.083,0.118,0.153,0.023,0.454,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3429,39,F,Low,6,88,137.31,3,5,Beauty,0.103,0.201,0.102,0.433,0.034,0.126,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3430,23,M,Mid,15,5,47.88,8,6,Electronics,0.453,0.197,0.035,0.15,0.085,0.08,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3431,19,M,Low,9,22,27.67,8,8,Beauty,0.142,0.003,0.211,0.334,0.064,0.247,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
3432,27,F,Mid,3,53,172.51,5,5,Sports,0.013,0.159,0.114,0.079,0.019,0.615,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3433,33,F,Low,2,447,30.13,1,7,Sports,0.008,0.148,0.284,0.117,0.155,0.289,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3434,40,F,Mid,0,528,26.24,1,4,Electronics,0.336,0.193,0.202,0.161,0.008,0.1,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3435,42,M,Low,6,23,67.1,10,6,Sports,0.112,0.2,0.117,0.102,0.185,0.285,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",1
3436,42,M,Mid,8,47,47.15,18,8,Beauty,0.011,0.058,0.224,0.349,0.017,0.34,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3437,37,M,Mid,3,86,71.67,12,8,Groceries,0.072,0.013,0.094,0.383,0.395,0.043,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
3438,26,F,Low,1,776,24.29,0,8,Sports,0.145,0.048,0.056,0.196,0.005,0.551,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3439,38,M,High,0,448,30.62,0,8,Beauty,0.032,0.036,0.195,0.63,0.035,0.073,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
3440,40,M,Mid,7,76,64.21,5,7,Electronics,0.439,0.014,0.079,0.192,0.14,0.135,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
3441,41,M,Mid,6,103,51.5,7,6,Beauty,0.08,0.099,0.047,0.64,0.02,0.114,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
3442,26,M,High,10,91,89.64,10,0,Apparel,0.162,0.474,0.072,0.076,0.121,0.095,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3443,41,M,Mid,0,474,29.01,1,4,Groceries,0.068,0.128,0.065,0.16,0.531,0.048,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
3444,53,F,Mid,0,715,35.24,2,6,Home,0.196,0.146,0.304,0.03,0.3,0.024,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3445,45,F,Low,0,450,38.96,0,3,Sports,0.113,0.274,0.136,0.084,0.015,0.377,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3446,24,M,Mid,0,650,27.35,0,6,Beauty,0.11,0.134,0.126,0.445,0.075,0.111,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3447,49,M,Mid,2,34,227.21,4,7,Groceries,0.01,0.019,0.139,0.235,0.32,0.277,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
3448,38,M,Low,7,34,73.05,12,2,Electronics,0.369,0.29,0.004,0.191,0.077,0.069,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
3449,19,F,High,3,43,221.39,7,3,Beauty,0.102,0.001,0.134,0.321,0.174,0.267,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
3450,31,F,Low,5,195,66.49,8,9,Sports,0.144,0.064,0.078,0.205,0.019,0.49,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
3451,27,M,Mid,3,423,25.08,1,6,Groceries,0.116,0.255,0.246,0.002,0.271,0.111,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
3452,27,M,Mid,8,126,242.4,6,3,Beauty,0.048,0.03,0.12,0.649,0.074,0.079,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
3453,23,M,Mid,1,638,24.29,0,4,Apparel,0.177,0.247,0.216,0.141,0.095,0.123,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
3454,38,M,Mid,7,27,83.77,9,4,Apparel,0.23,0.376,0.139,0.026,0.003,0.226,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
3455,36,M,Mid,8,69,84.44,8,5,Apparel,0.116,0.292,0.093,0.149,0.076,0.273,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
3456,42,M,Low,1,773,34.37,0,8,Sports,0.178,0.039,0.117,0.123,0.183,0.36,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
